region,report_date,year,month,month_sin,month_cos,ppt,ppt_3month_total,tmax,tmax_3month_avg,population,pct_developed,pct_agriculture,pct_forest,pct_shrub_grass,water_use_lastmonth,water_use_lastyear,water_use_last3month_avg,water_use
San Joaquin River,2026-01-01,2026,1,0.49999999999999994,0.8660254037844387,81.48092440599932,174.53674672738327,13.548684127312514,14.897751478723729,1420232.4314445753,0.06727659179331104,0.23184087846312143,0.20737692984122102,0.4411034798487962,5311675904.0,5717876233.418617,6477689856.0,5004230700.0
South Coast,2026-01-01,2026,1,0.49999999999999994,0.8660254037844387,52.96983399706229,106.67050322147014,18.468169940431643,19.975984284408028,18368487.939392462,0.33189971532466533,0.0176986110595525,0.06620351758825803,0.5601958975280288,64177725440.0,76667999177.84198,72267011413.33333,57905365000.0
South Lahontan,2026-01-01,2026,1,0.49999999999999994,0.8660254037844387,20.774765508845455,39.2875647591322,14.362312072915273,15.972759111592966,873282.6133455457,0.02099595681127178,0.004658070134507505,0.03478836599840612,0.8264792560058702,2848660992.0,3038997756.42452,3561575850.6666665,2623193600.0
Tulare Lake,2026-01-01,2026,1,0.49999999999999994,0.8660254037844387,47.62101005901517,97.9384854078945,14.351144704053219,15.827589295686435,1945801.3060641177,0.06855701557845359,0.318407988636479,0.11826796274021051,0.4604700980804455,8082316800.0,7497787217.20712,10313842176.0,7641624000.0
Central Coast,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,52.35782033038673,172.78989242780858,18.662965441459697,17.98152293781998,1153585.2585633954,0.05527399284652916,0.06647525447387241,0.13322881090650826,0.7257131629966616,3135464192.0,3188373679.765178,3431362304.0,2993119500.0
Colorado River,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,8.917730754333896,31.34448102601689,21.831675442260387,20.212585374657618,650916.4421847742,0.02407477841058034,0.0509213327051866,0.004832678951615947,0.7257233241568322,2333361408.0,4349545068.174406,2524638037.3333335,2376108300.0
North Coast,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,117.35556590229368,398.4787182408957,12.641073598117357,11.623185693462274,403006.27689836983,0.034702720315898314,0.026277253458957553,0.48683584577662403,0.4252973586701171,884374720.0,837451122.132,953676821.3333334,852011300.0
North Lahontan,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,52.122362314753296,156.32153819117818,8.260187738489353,7.330369162919195,51906.90319476151,0.023379584604922534,0.0270747583739237,0.23365856721547543,0.5990145446299847,249975152.0,197195500.49,248685925.33333334,229187620.0
Sacramento River,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,84.26455855998569,270.5358002301003,13.770975847791801,12.487382142985542,2779056.293567408,0.0632338804971099,0.13050295911037726,0.2961286588119758,0.4672420879793009,9355020288.0,8878708411.34942,10996602197.333334,8775297000.0
San Francisco Bay,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,64.59353548086878,217.78314644688697,17.933235987944443,16.772281304726512,6255274.383691305,0.260770995420197,0.026458823988134327,0.16053173548344907,0.38369013550899306,16609035264.0,17841456876.72597,17947020970.666668,16012835000.0
San Joaquin River,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,64.93970835100532,206.20423365080418,15.271993439729902,14.137846783656578,1421432.3501237894,0.06727659179331104,0.23184087846312143,0.20737692984122102,0.4411034798487962,5004230656.0,5106867431.801685,5525834581.333333,4815147500.0
South Coast,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,50.196346622458016,143.4975603760957,19.354471800817837,18.898932209032242,18384007.013101388,0.33189971532466533,0.0176986110595525,0.06620351758825803,0.5601958975280288,57905364992.0,59399437446.00228,64921736533.333336,54525866000.0
South Lahontan,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,17.17763430738087,51.27103154608088,16.546531350972984,15.135698989609478,874020.427872792,0.02099595681127178,0.004658070134507505,0.03478836599840612,0.8264792560058702,2623193600.0,2504190192.7315598,3000717056.0,2584259000.0
